property_id,county,city,zip_code,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,sale_date,rate_week_ending,mortgage_rate_30yr_fixed_pct,sale_price,price_per_sqft,hoa_fee,latitude,longitude,parking_spaces,pool,fireplace,stories,sale_year,sale_month,sale_quarter,property_age,is_new_construction,bath_bed_ratio,sqft_per_bedroom,amenity_score,has_hoa,is_single_family,avg_zip_code_sale_price,avg_city_sale_price,n_parks,kid_friendly_score,Attractions,Restaurants,Things_to_do_score,resturant_score,walk_score,transit_score,bike_score,coolness_index
SA0029543,San Mateo,Daly City,94017,Condo,1,1.0,899,0,1942,2025-04-14,2025-04-10,6.62,631646,702,495,37.422384,-122.188068,1,0,1,1,2025,4,2,82,0,0.5,449.5,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029544,San Mateo,Daly City,94017,Townhouse,3,1.5,1816,2251,2023,2024-06-29,2024-06-27,6.86,1291126,710,512,37.521152,-122.365358,1,0,1,1,2024,6,2,1,1,0.375,454.0,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029545,San Mateo,Daly City,94017,Single Family,4,1.5,1366,4738,1980,2023-03-10,2023-03-09,6.73,1416167,1036,0,37.480316,-122.269417,2,0,1,2,2023,3,1,44,0,0.3,273.2,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029546,San Mateo,Daly City,94017,Single Family,3,2.5,3006,7848,2020,2025-01-06,2025-01-02,6.91,3554095,1182,0,37.532541,-122.473491,3,0,0,2,2025,1,1,4,1,0.625,751.5,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029547,San Mateo,Daly City,94017,Condo,3,3.0,1146,0,1972,2023-09-04,2023-08-31,7.18,875491,763,479,37.579278,-122.35603,0,0,1,1,2023,9,3,52,0,0.75,286.5,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029548,San Mateo,Daly City,94017,Townhouse,3,2.0,1932,1197,1996,2022-08-25,2022-08-25,5.55,1238795,641,322,37.507663,-122.226039,1,0,1,1,2022,8,3,28,0,0.5,483.0,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029549,San Mateo,Daly City,94017,Townhouse,3,2.0,1368,1223,1945,2025-03-23,2025-03-20,6.67,1159162,847,216,37.536183,-122.425195,3,0,1,1,2025,3,1,79,0,0.5,342.0,4,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029550,San Mateo,Daly City,94017,Single Family,4,3.0,1315,9089,1988,2025-05-31,2025-05-29,6.89,1961037,1491,0,37.69887,-122.385491,2,0,1,2,2025,5,2,36,0,0.6,263.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029551,San Mateo,Daly City,94017,Single Family,6,2.5,2603,5518,1978,2024-12-04,2024-11-27,6.81,2824831,1085,0,37.504764,-122.293428,2,0,1,2,2024,12,4,46,0,0.3571428571428571,371.8571428571428,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029552,San Mateo,Daly City,94017,Single Family,5,2.5,2661,8729,1950,2023-09-02,2023-08-31,7.18,3505894,1317,0,37.519738,-122.184105,2,0,0,2,2023,9,3,74,0,0.4166666666666667,443.5,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029553,San Mateo,Daly City,94017,Townhouse,3,2.0,1879,1624,1992,2024-12-13,2024-12-12,6.6,1626782,865,509,37.521543,-122.383208,1,0,0,1,2024,12,4,32,0,0.5,469.75,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029554,San Mateo,Daly City,94017,Single Family,4,2.5,1940,8590,2004,2024-06-22,2024-06-20,6.87,2329328,1200,0,37.591951,-122.302679,2,0,0,2,2024,6,2,20,0,0.5,388.0,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029555,San Mateo,Daly City,94017,Single Family,4,3.0,2568,5806,1960,2025-02-15,2025-02-13,6.87,3383100,1317,0,37.624525,-122.201903,2,0,2,3,2025,2,1,64,0,0.6,513.6,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029556,San Mateo,Daly City,94017,Condo,3,1.0,2004,0,2009,2025-11-29,2025-11-26,6.23,1616033,806,430,37.634789,-122.194221,0,0,0,1,2025,11,4,15,0,0.25,501.0,0,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029557,San Mateo,Daly City,94017,Condo,2,1.0,1009,0,1995,2022-11-28,2022-11-23,6.58,697804,691,610,37.51894,-122.332111,3,0,0,1,2022,11,4,29,0,0.3333333333333333,336.3333333333333,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029558,San Mateo,Daly City,94017,Townhouse,4,2.0,1611,2456,1980,2025-09-10,2025-09-04,6.5,1623417,1007,421,37.563288,-122.271952,1,0,0,1,2025,9,3,44,0,0.4,322.2,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029559,San Mateo,Daly City,94017,Single Family,3,3.0,2092,3580,1988,2023-05-02,2023-04-27,6.43,1915023,915,0,37.695628,-122.384329,2,0,1,2,2023,5,2,36,0,0.75,523.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029560,San Mateo,Daly City,94017,Condo,2,2.0,2004,0,1942,2025-03-20,2025-03-20,6.67,1584313,790,636,37.692576,-122.339513,3,0,1,1,2025,3,1,82,0,0.6666666666666666,668.0,4,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029561,San Mateo,Daly City,94017,Single Family,5,2.5,2752,6623,1997,2023-11-04,2023-11-02,7.76,2443195,887,0,37.583468,-122.228267,2,0,0,1,2023,11,4,27,0,0.4166666666666667,458.6666666666667,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029562,San Mateo,Daly City,94017,Single Family,6,2.5,2773,9255,1957,2022-08-23,2022-08-18,5.13,2793913,1007,0,37.479898,-122.449917,1,0,2,2,2022,8,3,67,0,0.3571428571428571,396.1428571428572,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029563,San Mateo,Daly City,94017,Single Family,3,3.0,1326,4184,1996,2025-09-08,2025-09-04,6.5,1899314,1432,0,37.528496,-122.463292,2,0,0,1,2025,9,3,28,0,0.75,331.5,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029564,San Mateo,Daly City,94017,Single Family,3,3.5,2179,7945,1972,2024-12-20,2024-12-19,6.72,3151714,1446,0,37.481225,-122.455607,4,0,1,2,2024,12,4,52,0,0.875,544.75,5,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029565,San Mateo,Daly City,94017,Single Family,4,2.5,2640,8152,1976,2023-08-03,2023-08-03,6.9,2732255,1034,97,37.572355,-122.397041,3,0,2,2,2023,8,3,48,0,0.5,528.0,5,1,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029566,San Mateo,Daly City,94017,Condo,3,3.0,899,0,1985,2021-06-03,2021-06-03,2.99,412098,458,404,37.558601,-122.361434,0,0,0,1,2021,6,2,39,0,0.75,224.75,0,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029567,San Mateo,Daly City,94017,Townhouse,3,2.0,1906,957,1957,2025-10-25,2025-10-23,6.19,2070476,1086,433,37.627136,-122.411687,3,0,1,1,2025,10,4,67,0,0.5,476.5,4,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029568,San Mateo,Daly City,94017,Single Family,3,3.0,3033,8067,1958,2022-06-21,2022-06-16,5.78,3400870,1121,0,37.425844,-122.400877,2,0,1,2,2022,6,2,66,0,0.75,758.25,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029569,San Mateo,Daly City,94017,Single Family,5,3.5,3372,4209,1987,2024-01-06,2024-01-04,6.62,4008245,1188,0,37.655415,-122.46933,2,1,0,1,2024,1,1,37,0,0.5833333333333334,562.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029570,San Mateo,Daly City,94017,Townhouse,3,1.5,1634,2214,2006,2024-11-30,2024-11-27,6.81,1510555,924,284,37.550355,-122.210368,1,0,1,1,2024,11,4,18,0,0.375,408.5,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029571,San Mateo,Daly City,94017,Single Family,3,2.5,2753,3495,2014,2025-05-31,2025-05-29,6.89,3155319,1146,0,37.474767,-122.336555,3,0,1,1,2025,5,2,10,0,0.625,688.25,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029572,San Mateo,Daly City,94017,Townhouse,3,1.5,1776,2021,2024,2026-01-30,2026-01-29,6.1,1582141,890,620,37.450799,-122.443416,2,0,0,1,2026,1,1,0,1,0.375,444.0,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029573,San Mateo,Daly City,94017,Townhouse,2,2.0,1598,2071,1945,2025-01-27,2025-01-23,6.96,1422493,890,246,37.632585,-122.251967,2,0,1,1,2025,1,1,79,0,0.6666666666666666,532.6666666666666,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029574,San Mateo,Daly City,94017,Condo,1,2.5,1502,0,1959,2021-12-30,2021-12-30,3.11,1003206,667,635,37.486568,-122.232489,3,0,0,1,2021,12,4,65,0,1.25,751.0,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029575,San Mateo,Daly City,94017,Single Family,2,2.0,2878,3581,1959,2022-08-25,2022-08-25,5.55,3271800,1136,0,37.445125,-122.229581,2,0,1,2,2022,8,3,65,0,0.6666666666666666,959.3333333333334,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029576,San Mateo,Daly City,94017,Condo,1,2.5,2019,0,1995,2022-05-18,2022-05-12,5.3,1151135,570,645,37.574179,-122.421219,3,0,0,1,2022,5,2,29,0,1.25,1009.5,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029577,San Mateo,Daly City,94017,Single Family,4,3.5,1522,5135,1972,2021-04-30,2021-04-29,2.98,1353280,889,227,37.683663,-122.278216,2,1,0,2,2021,4,2,52,0,0.7,304.4,3,1,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029578,San Mateo,Daly City,94017,Single Family,4,2.5,2436,7490,1940,2024-12-07,2024-12-05,6.69,2925014,1200,0,37.430472,-122.187823,3,0,1,1,2024,12,4,84,0,0.5,487.2,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029579,San Mateo,Daly City,94017,Single Family,3,2.0,1232,8955,1974,2023-05-23,2023-05-18,6.39,1386922,1125,0,37.444425,-122.342496,2,0,0,2,2023,5,2,50,0,0.5,308.0,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029580,San Mateo,Daly City,94017,Single Family,5,2.0,1932,6689,1986,2025-05-27,2025-05-22,6.86,2893706,1497,0,37.583281,-122.374405,2,1,0,1,2025,5,2,38,0,0.3333333333333333,322.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029581,San Mateo,Daly City,94017,Single Family,4,3.0,2327,4105,1974,2023-11-22,2023-11-22,7.29,2550702,1096,121,37.597006,-122.214187,3,1,1,2,2023,11,4,50,0,0.6,465.4,5,1,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029582,San Mateo,Daly City,94017,Single Family,5,2.5,3134,8527,2011,2026-01-03,2025-12-31,6.15,3496891,1115,0,37.592026,-122.463997,2,1,1,2,2026,1,1,13,0,0.4166666666666667,522.3333333333334,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029583,San Mateo,Daly City,94017,Condo,2,2.5,701,0,1991,2023-02-01,2023-01-26,6.13,509045,726,384,37.481363,-122.300215,3,0,0,1,2023,2,1,33,0,0.8333333333333334,233.66666666666663,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029584,San Mateo,Daly City,94017,Single Family,3,3.0,1632,7086,1990,2024-03-22,2024-03-21,6.87,1804323,1105,0,37.667227,-122.400937,2,0,0,2,2024,3,1,34,0,0.75,408.0,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029585,San Mateo,Daly City,94017,Single Family,5,3.5,2433,5978,1962,2024-10-22,2024-10-17,6.44,2774050,1140,0,37.528959,-122.453013,2,0,1,2,2024,10,4,62,0,0.5833333333333334,405.5,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029586,San Mateo,Daly City,94017,Condo,3,1.0,2062,0,1998,2024-06-27,2024-06-27,6.86,1379577,669,610,37.414343,-122.442181,0,0,0,1,2024,6,2,26,0,0.25,515.5,0,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029587,San Mateo,Daly City,94017,Single Family,4,2.5,3449,6972,1959,2025-01-10,2025-01-09,6.93,4390142,1272,0,37.470112,-122.427143,2,0,0,1,2025,1,1,65,0,0.5,689.8,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029588,San Mateo,Daly City,94017,Condo,2,1.5,1763,0,2013,2023-03-03,2023-03-02,6.65,1007497,571,556,37.703786,-122.233075,1,0,0,1,2023,3,1,11,0,0.5,587.6666666666666,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029589,San Mateo,Daly City,94017,Condo,3,1.5,1196,0,2001,2025-04-05,2025-04-03,6.64,958068,801,742,37.592764,-122.21611,1,0,0,1,2025,4,2,23,0,0.375,299.0,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029590,San Mateo,Daly City,94017,Condo,2,1.5,1970,0,1987,2021-09-17,2021-09-16,2.86,934020,474,375,37.594049,-122.231061,0,0,0,1,2021,9,3,37,0,0.5,656.6666666666666,0,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029591,San Mateo,Daly City,94017,Condo,2,1.5,1615,0,1963,2022-07-18,2022-07-14,5.51,978736,606,775,37.672903,-122.259906,1,0,1,1,2022,7,3,61,0,0.5,538.3333333333334,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029592,San Mateo,Daly City,94017,Single Family,2,2.5,2598,3015,1990,2024-10-11,2024-10-10,6.32,2773545,1067,0,37.524424,-122.334598,3,0,1,2,2024,10,4,34,0,0.8333333333333334,866.0,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029593,San Mateo,Daly City,94017,Townhouse,3,2.0,1317,2230,1989,2022-01-09,2022-01-06,3.22,1017890,772,555,37.618804,-122.41884,2,0,0,1,2022,1,1,35,0,0.5,329.25,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029594,San Mateo,Daly City,94017,Condo,3,2.0,1142,0,1977,2024-05-18,2024-05-16,7.02,899647,787,319,37.541475,-122.314048,2,0,1,1,2024,5,2,47,0,0.5,285.5,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029595,San Mateo,Daly City,94017,Townhouse,4,2.0,1747,1277,1990,2022-02-11,2022-02-10,3.69,1211755,693,527,37.433052,-122.432348,2,0,1,1,2022,2,1,34,0,0.4,349.4,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029596,San Mateo,Daly City,94017,Condo,1,1.5,2140,0,1971,2024-08-27,2024-08-22,6.46,1434722,670,561,37.470472,-122.214857,2,0,1,1,2024,8,3,53,0,0.75,1070.0,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029597,San Mateo,Daly City,94017,Townhouse,3,2.5,1193,1328,1986,2023-11-07,2023-11-02,7.76,878552,736,464,37.471622,-122.278232,1,0,0,1,2023,11,4,38,0,0.625,298.25,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029598,San Mateo,Daly City,94017,Single Family,5,2.0,3382,4896,1963,2024-05-23,2024-05-23,6.94,3505473,1036,0,37.605631,-122.274356,2,0,0,2,2024,5,2,61,0,0.3333333333333333,563.6666666666666,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029599,San Mateo,Daly City,94017,Single Family,5,2.5,2940,7139,1957,2022-01-27,2022-01-27,3.55,2855482,971,0,37.583166,-122.433145,3,0,0,2,2022,1,1,67,0,0.4166666666666667,490.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029600,San Mateo,Daly City,94017,Single Family,4,3.5,1217,4076,1990,2023-04-06,2023-04-06,6.28,1469749,1207,0,37.586653,-122.334073,2,0,0,2,2023,4,2,34,0,0.7,243.4,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029601,San Mateo,Daly City,94017,Single Family,3,3.0,1892,4452,1956,2021-06-06,2021-06-03,2.99,1856324,981,0,37.462246,-122.409741,2,0,0,2,2021,6,2,68,0,0.75,473.0,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029602,San Mateo,Daly City,94017,Townhouse,3,1.5,1747,1095,2008,2023-12-01,2023-11-30,7.22,1524208,872,553,37.444304,-122.182151,3,0,0,1,2023,12,4,16,0,0.375,436.75,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029603,San Mateo,Daly City,94017,Single Family,5,2.5,1205,6641,1946,2024-03-22,2024-03-21,6.87,1594946,1323,0,37.4667,-122.254271,2,0,1,2,2024,3,1,78,0,0.4166666666666667,200.8333333333333,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029604,San Mateo,Daly City,94017,Condo,2,2.0,1212,0,1985,2023-07-21,2023-07-20,6.78,791132,652,734,37.512613,-122.336425,2,0,1,1,2023,7,3,39,0,0.6666666666666666,404.0,3,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029605,San Mateo,Daly City,94017,Single Family,5,3.0,3318,4085,1971,2024-04-22,2024-04-18,7.1,3757383,1132,0,37.666005,-122.255454,2,0,1,2,2024,4,2,53,0,0.5,553.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029606,San Mateo,Daly City,94017,Single Family,5,2.0,1763,3003,1987,2023-04-26,2023-04-20,6.39,2148746,1218,0,37.521146,-122.383898,3,1,0,2,2023,4,2,37,0,0.3333333333333333,293.8333333333333,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029607,San Mateo,Daly City,94017,Single Family,5,3.0,1330,4791,2024,2026-02-20,2026-02-19,6.01,1589873,1195,0,37.624399,-122.389639,3,0,1,2,2026,2,1,0,1,0.5,221.66666666666663,4,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029608,San Mateo,Daly City,94017,Condo,2,2.0,1310,0,1949,2022-04-17,2022-04-14,5.0,665889,508,737,37.427361,-122.194425,2,0,0,1,2022,4,2,75,0,0.6666666666666666,436.6666666666667,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029609,San Mateo,Daly City,94017,Single Family,3,3.0,3018,9188,2001,2022-03-20,2022-03-17,4.16,3302417,1094,0,37.530719,-122.180916,1,0,0,2,2022,3,1,23,0,0.75,754.5,1,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029610,San Mateo,Daly City,94017,Condo,3,2.0,1272,0,1993,2026-02-27,2026-02-26,5.98,1047321,823,432,37.697655,-122.343324,1,0,0,1,2026,2,1,31,0,0.5,318.0,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029611,San Mateo,Daly City,94017,Single Family,3,2.5,1925,4553,1995,2023-10-21,2023-10-19,7.63,1812506,941,0,37.451844,-122.422531,2,0,0,3,2023,10,4,29,0,0.625,481.25,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029612,San Mateo,Daly City,94017,Single Family,3,2.5,3340,8592,1940,2024-06-28,2024-06-27,6.86,3415401,1022,0,37.645459,-122.446635,3,0,0,3,2024,6,2,84,0,0.625,835.0,3,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029613,San Mateo,Daly City,94017,Townhouse,3,2.0,1707,1939,1977,2022-11-30,2022-11-23,6.58,1144243,670,305,37.428627,-122.268679,1,0,0,1,2022,11,4,47,0,0.5,426.75,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029614,San Mateo,Daly City,94017,Single Family,4,2.5,3261,5596,2009,2022-05-19,2022-05-19,5.25,3256847,998,0,37.644224,-122.235694,3,0,2,3,2022,5,2,15,0,0.5,652.2,5,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029615,San Mateo,Daly City,94017,Single Family,4,4.0,3418,3340,1944,2022-01-25,2022-01-20,3.56,2642638,773,93,37.711732,-122.330004,2,0,0,2,2022,1,1,80,0,0.8,683.6,2,1,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029616,San Mateo,Daly City,94017,Single Family,4,2.5,1513,3929,1974,2024-02-29,2024-02-29,6.94,1945391,1285,0,37.579697,-122.24342,1,0,1,2,2024,2,1,50,0,0.5,302.6,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029617,San Mateo,Daly City,94017,Single Family,3,4.0,2144,9425,1959,2025-03-03,2025-02-27,6.76,2223765,1037,166,37.693993,-122.329403,2,0,1,2,2025,3,1,65,0,1.0,536.0,3,1,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029618,San Mateo,Daly City,94017,Condo,2,2.0,1949,0,1948,2021-11-15,2021-11-10,2.98,1276837,655,735,37.673422,-122.18706,2,0,0,1,2021,11,4,76,0,0.6666666666666666,649.6666666666666,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029619,San Mateo,Daly City,94017,Single Family,5,3.0,2270,8838,1992,2025-03-14,2025-03-13,6.65,2238549,986,0,37.494646,-122.39543,2,0,0,2,2025,3,1,32,0,0.5,378.3333333333333,2,0,1,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029620,San Mateo,Daly City,94017,Condo,2,2.0,1043,0,1973,2021-04-09,2021-04-08,3.13,589313,565,309,37.432646,-122.182659,2,0,0,1,2021,4,2,51,0,0.6666666666666666,347.6666666666667,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029621,San Mateo,Daly City,94017,Condo,3,2.0,1090,0,1995,2023-11-28,2023-11-22,7.29,648272,594,334,37.504583,-122.289462,2,0,0,1,2023,11,4,29,0,0.5,272.5,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029622,San Mateo,Daly City,94017,Townhouse,4,2.0,1243,1035,2006,2025-01-05,2025-01-02,6.91,914561,735,379,37.524962,-122.371757,2,0,0,1,2025,1,1,18,0,0.4,248.6,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029623,San Mateo,Daly City,94017,Condo,2,1.5,1632,0,1962,2022-10-14,2022-10-13,6.92,1251288,766,789,37.447468,-122.328542,2,0,0,1,2022,10,4,62,0,0.5,544.0,2,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
SA0029624,San Mateo,Daly City,94017,Condo,2,1.5,848,0,1978,2024-06-21,2024-06-20,6.87,493374,581,777,37.558807,-122.390263,1,0,0,1,2024,6,2,46,0,0.5,282.6666666666667,1,1,0,1924760.378223496,1955774.3553008595,0,1.3,49.0,224.0,9.0,10.0,66.0,52.0,34.0,34.0
